id,descripcion,sector,tipo_datos,etiqueta,notas,longitud,descripcion_limpia
140,Sistema de control de drones de vigilancia fronteriza que toma decisiones de interceptación autónoma de embarcaciones en aguas internacionales sin supervisión de guardacostas humanos,seguridad,ninguno,alto_riesgo,Anexo III punto 6 — sistemas de IA en control de fronteras con capacidad de actuación autónoma. La interceptación autónoma sin supervisión humana puede vulnerar el derecho internacional marítimo y el derecho de asilo de personas en situación de emergencia.,182,sistema control drones vigilancia fronteriza toma decisiones interceptación autónoma embarcaciones aguas internacionales supervisión guardacostas humanos
141,Algoritmo de mantenimiento predictivo de reactores nucleares que decide autónomamente parar o reactivar unidades de generación sin requerir confirmación de operadores cualificados,infraestructura,ninguno,alto_riesgo,Anexo III punto 2 — sistemas de IA en infraestructuras críticas de máxima peligrosidad. La toma de decisiones autónoma en reactores nucleares sin confirmación de operadores cualificados supone un riesgo catastrófico para la seguridad pública regional.,179,algoritmo mantenimiento predictivo reactores nucleares decide autónomamente parar reactivar unidades generación requerir confirmación operadores cualificados
142,Sistema de triaje de urgencias pediátricas que clasifica la gravedad de los pacientes menores y determina el orden de atención sin supervisión del pediatra de guardia durante las horas nocturnas,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA en urgencias pediátricas. La priorización autónoma de pacientes pediátricos sin supervisión médica nocturna puede resultar en retrasos fatales para niños con condiciones de riesgo vital no correctamente clasificadas.,194,sistema triaje urgencias pediátricas clasifica gravedad pacientes menores determina orden atención supervisión pediatra guardia horas nocturnas
143,Plataforma de detección de fraude en seguros que bloquea automáticamente reclamaciones y denuncia a los asegurados ante las autoridades sin revisión humana previa del caso,seguros,datos_personales,alto_riesgo,Anexo III punto 5b — sistemas de IA en servicios financieros con impacto grave en derechos. La denuncia automatizada sin revisión puede causar daño reputacional y legal irreparable a asegurados legítimos víctimas de falsos positivos algorítmicos.,171,plataforma detección fraude seguros bloquea automáticamente reclamaciones denuncia asegurados autoridades revisión humana previa caso
144,Sistema que evalúa automáticamente la capacidad de conducción de personas mayores y revoca sus permisos de conducir sin que ningún médico o psicólogo valide la evaluación realizada,administracion,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en decisiones administrativas de impacto significativo. La revocación automatizada del carné de conducir sin validación médica puede privar injustamente a personas de movilidad esencial especialmente en zonas rurales.,180,sistema evalúa automáticamente capacidad conducción personas mayores revoca permisos conducir médico psicólogo valide evaluación realizada
145,Herramienta de evaluación del riesgo de suicidio en pacientes hospitalizados que determina automáticamente los protocolos de vigilancia sin que el psiquiatra responsable los valide,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA en salud mental de máxima criticidad. Los protocolos de vigilancia de riesgo suicida sin validación psiquiátrica pueden resultar en medidas insuficientes para pacientes con riesgo real o en restricciones innecesarias para otros.,180,herramienta evaluación riesgo suicidio pacientes hospitalizados determina automáticamente protocolos vigilancia psiquiatra responsable valide
146,Sistema de IA que gestiona autónomamente las respuestas de emergencia a ciberataques en infraestructuras críticas de telecomunicaciones nacionales sin supervisión del equipo de seguridad,infraestructura,ninguno,alto_riesgo,Anexo III punto 2 — sistemas de IA en infraestructuras críticas de comunicaciones. La respuesta autónoma a ciberataques sin supervisión puede causar interrupciones masivas de comunicaciones o escalar conflictos por acciones erróneas no revisadas.,186,sistema ia gestiona autónomamente respuestas emergencia ciberataques infraestructuras críticas telecomunicaciones nacionales supervisión equipo seguridad
147,Algoritmo de asignación de médicos especialistas a hospitales rurales que determina destinos definitivos sin considerar factores familiares ni realizar revisión por parte de la administración sanitaria,sanidad,datos_personales,alto_riesgo,Anexo III punto 4 — sistemas de IA en gestión laboral del sector sanitario. Las asignaciones forzosas sin revisión pueden causar éxodo de especialistas en zonas rurales agravando la desigualdad territorial en el acceso a la atención sanitaria especializada.,201,algoritmo asignación médicos especialistas hospitales rurales determina destinos definitivos considerar factores familiares revisión administración sanitaria
148,Sistema de predicción de deuda tributaria que determina automáticamente los embargos preventivos de cuentas bancarias sin supervisión de inspectores de hacienda,administracion,datos_financieros,alto_riesgo,Anexo III punto 8 — sistemas de IA en decisiones tributarias coercitivas. Los embargos automáticos sin supervisión pueden inmovilizar fondos de contribuyentes por errores algorítmicos causando daño económico grave e inmediato difícil de revertir.,160,sistema predicción deuda tributaria determina automáticamente embargos preventivos cuentas bancarias supervisión inspectores hacienda
149,Plataforma que evalúa automáticamente el riesgo de abandono de pacientes oncológicos en tratamiento y decide sin supervisión oncológica las intervenciones de seguimiento a activar,sanidad,datos_personales,alto_riesgo,Anexo III punto 5a — sistemas de IA en gestión de tratamientos oncológicos. La evaluación automática sin supervisión clínica puede resultar en infravigilancia de pacientes que abandonan tratamientos críticos con consecuencias potencialmente letales.,179,plataforma evalúa automáticamente riesgo abandono pacientes oncológicos tratamiento decide supervisión oncológica intervenciones seguimiento activar
150,Sistema de IA que recomienda automáticamente la separación de hermanos en acogida familiar y determina los centros de acogida asignados sin revisión del equipo de protección de menores,administracion,datos_personales,alto_riesgo,Anexo III punto 8 — sistemas de IA en decisiones de protección de menores. Las decisiones de separación familiar automatizadas sin revisión profesional pueden causar daño psicológico grave a los menores vulnerando el interés superior del niño.,184,sistema ia recomienda automáticamente separación hermanos acogida familiar determina centros acogida asignados revisión equipo protección menores
151,Chatbot de orientación jurídica en el sitio web de un despacho de abogados que responde dudas legales sin identificarse como IA ni advertir que sus respuestas no constituyen asesoramiento profesional,justicia,ninguno,riesgo_limitado,Art. 50.1 y Art. 50.3 — obligación de transparencia e identificación de sistemas de IA. La falta de identificación en contextos jurídicos puede inducir a usuarios a tomar decisiones legales relevantes confiando en un sistema automatizado sin las garantías del asesoramiento profesional.,199,chatbot orientación jurídica sitio web despacho abogados responde dudas legales identificarse ia advertir respuestas constituyen asesoramiento profesional
